"Ville","Secteur_activite","Type_contrat","Niveau_etudes","Experience","Langue","Teletravail"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Tourisme","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Tourisme","CDI","Bac +5","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","Free Lance","Bac +5","Debutant","Français","Non"
"Casablanca","Centres d'appels","Lettre d'Engagement","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Informatique","CDI","Bac +5","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","Free Lance","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Grande distribution","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Santé","CDD","Bac +3","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Télécommunications","CDI","Autre","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Enseignement","CDD","Autre","Debutant","Anglais","Non"
"Casablanca","Commerce","CDI / CDD","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","Free Lance","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Banque","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Autres","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Autres","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Tourisme","CDD","Autre","Debutant","Français","Non"
"Casablanca","Débutant (de 1 à 3 ans)","Free Lance","Bac +5","Debutant","Français","Non"
"Casablanca","Industrie textile","CDD","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Energies (production, distribution...)","CDI / Intérim","Bac +2","Debutant","Anglais","Non"
"Casablanca","Banque","CDI","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Autres","Intérim","Bac +2","Debutant","Anglais","Non"
"Casablanca","Fraichement diplômé","Intérim","Bac +5","Debutant","Anglais","Non"
"Casablanca","BTP","CDI / CDD / Free Lance","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Industrie automobile","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Comptabilité","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Informatique","Free Lance","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","Free Lance","Autre","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Informatique","CDD","Bac +3","Debutant","Français","Non"
"Casablanca","BTP","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Assurance","CDD","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","BTP","CDI","Bac +3","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI / Free Lance","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Conseil","Lettre d'Engagement","Bac +2","Debutant","Français","Non"
"Casablanca","Tourisme","CDI","Bac +3","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Autre","Intermediaire","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDD","Bac +2","Intermediaire","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Assurance","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Assurance","CDI","Bac +2","Intermediaire","Français","Non"
"Casablanca","Allemand","CDI","Bac +5","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Autres","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Industries (autres)","CDI","Bac +2","Intermediaire","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Anglais","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
"Casablanca","Télécommunications","CDI","Autre","Debutant","Anglais Français","Non"
"Casablanca","Centres d'appels","CDI","Bac +2","Debutant","Français","Non"
